task_name,ecr_image_uri,image_digest,image_ref_pinned,in_ecr,pushed_at,size_mb,language,category,repo,pass_at_8
aws-aws-sdk-java-v2-5501,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:aws-aws-sdk-java-v2-5501,sha256:0a033fa1e7686c209b3c4dd1ff311d0d590d0f3340bcc879483121442c4e4b09,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:0a033fa1e7686c209b3c4dd1ff311d0d590d0f3340bcc879483121442c4e4b09,yes,2026-07-01 12:54:16.349000+00:00,618.7,java,Software Engineering,aws/aws-sdk-java-v2,3/8
aws-eks-anywhere-2312,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:aws-eks-anywhere-2312,sha256:803a4876d67d10d2654c07d665167225056975a454dca76b00ef76d9a39537db,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:803a4876d67d10d2654c07d665167225056975a454dca76b00ef76d9a39537db,yes,2026-07-01 15:58:02.527000+00:00,1530.4,go,Software Engineering,aws/eks-anywhere,0/8
aws-eks-anywhere-2432,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:aws-eks-anywhere-2432,sha256:7eecbb20bcde7a591ac36f8ae105fa382c01ab7040184fd02f2be5df1817bc05,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:7eecbb20bcde7a591ac36f8ae105fa382c01ab7040184fd02f2be5df1817bc05,yes,2026-07-01 15:56:32.268000+00:00,657.5,go,"Systems, Infrastructure, and Operations",aws/eks-anywhere,0/8
aws-eks-anywhere-7295,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:aws-eks-anywhere-7295,sha256:5989cf481e2963011ee46ec8dc6f75a7da1d7385d136ef0f3d9438607833cbac,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:5989cf481e2963011ee46ec8dc6f75a7da1d7385d136ef0f3d9438607833cbac,yes,2026-07-01 15:56:25.905000+00:00,750.9,go,Software Engineering,aws/eks-anywhere,0/8
aws-eks-anywhere-9209,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:aws-eks-anywhere-9209,sha256:0032bcd723a9801616a3c796c0527d4b3cc163b96a725cd70f795929dcf86b2e,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:0032bcd723a9801616a3c796c0527d4b3cc163b96a725cd70f795929dcf86b2e,yes,2026-07-01 17:24:41.739000+00:00,2396.7,go,Security,aws/eks-anywhere,0/8
aws-s2n-quic-2228,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:aws-s2n-quic-2228,sha256:328c9b8fe6f3c91bdaeb66101962f063c019df2bbe52df26c02321c69c4b3a90,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:328c9b8fe6f3c91bdaeb66101962f063c019df2bbe52df26c02321c69c4b3a90,yes,2026-07-01 16:00:18.407000+00:00,1265.5,rust,Software Engineering,aws/s2n-quic,0/8
aws-s2n-quic-2409,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:aws-s2n-quic-2409,sha256:32d43ead799da35109482e5fba0259e01232641d3e02bd72fde712a7e3b72eda,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:32d43ead799da35109482e5fba0259e01232641d3e02bd72fde712a7e3b72eda,yes,2026-07-01 15:58:19.798000+00:00,1355.4,rust,Software Engineering,aws/s2n-quic,0/8
awslabs-mcp-632,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:awslabs-mcp-632,sha256:a13d289ad08b51230e00ae8f0fe6c87b696cfc984c89a85b832172f351ad922a,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:a13d289ad08b51230e00ae8f0fe6c87b696cfc984c89a85b832172f351ad922a,yes,2026-07-01 12:41:54.060000+00:00,287.4,python,Security,awslabs/mcp,1/8
awslabs-mcp-663,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:awslabs-mcp-663,sha256:260288afefc3d43ccb4cf57245225fbce53ffb62e34de96a800477816f4cd7aa,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:260288afefc3d43ccb4cf57245225fbce53ffb62e34de96a800477816f4cd7aa,yes,2026-07-01 15:53:55.323000+00:00,322.1,python,Software Engineering,awslabs/mcp,0/8
axa-group-nlp.js-254,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:axa-group-nlp.js-254,sha256:0e04e405cfbb3e71b1f9bbc47c341f3bb6176d1945ae7ff7aa52bfa1317087b9,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:0e04e405cfbb3e71b1f9bbc47c341f3bb6176d1945ae7ff7aa52bfa1317087b9,yes,2026-07-01 14:19:13.252000+00:00,616.8,javascript,Machine Learning and AI,axa-group/nlp.js,1/8
azkaban-azkaban-1657,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:azkaban-azkaban-1657,sha256:0cccae548ac7eb62fa8ac110700cf3f5a5b23f770c7a3b7dc1fada78e730fc03,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:0cccae548ac7eb62fa8ac110700cf3f5a5b23f770c7a3b7dc1fada78e730fc03,yes,2026-07-01 12:39:48.736000+00:00,682.8,java,Software Engineering,azkaban/azkaban,1/8
azure-azure-cli-19694,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:azure-azure-cli-19694,sha256:d15be0ca292c0e5ba73d1e804384b00022f5756218566f0923de2d26f7ba96db,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:d15be0ca292c0e5ba73d1e804384b00022f5756218566f0923de2d26f7ba96db,yes,2026-07-01 12:43:59.016000+00:00,725.4,python,Software Engineering,azure/azure-cli,0/8
azure-azure-cli-20347,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:azure-azure-cli-20347,sha256:50a5e7e3ca8a3f995f5d1d8e175fec6536989d09e98c4c63cd500326988a5957,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:50a5e7e3ca8a3f995f5d1d8e175fec6536989d09e98c4c63cd500326988a5957,yes,2026-07-01 14:25:29.708000+00:00,740.8,python,Software Engineering,azure/azure-cli,0/8
azure-azure-dev-3269,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:azure-azure-dev-3269,sha256:119a151fb8a750c0883f28f3e477d942953bbafb571e712475b245f63021177f,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:119a151fb8a750c0883f28f3e477d942953bbafb571e712475b245f63021177f,yes,2026-07-01 15:57:05.340000+00:00,565.5,go,"Build, Dependency, and Release Management",azure/azure-dev,0/8
azure-azure-sdk-for-go-24297,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:azure-azure-sdk-for-go-24297,sha256:f4de9b8c4dab84e42790e36e35dedf82ba325004d120a2bda4b160b7cda21e91,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:f4de9b8c4dab84e42790e36e35dedf82ba325004d120a2bda4b160b7cda21e91,yes,2026-07-01 16:38:45.668000+00:00,2439.3,go,"Systems, Infrastructure, and Operations",azure/azure-sdk-for-go,0/8
azure-azure-sdk-for-go-24768,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:azure-azure-sdk-for-go-24768,sha256:c47a46bc7a18fd42f2ebca78dc579e2eb285b29c8cf9c2cf5582cf237dae38e3,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:c47a46bc7a18fd42f2ebca78dc579e2eb285b29c8cf9c2cf5582cf237dae38e3,yes,2026-07-01 16:40:29.186000+00:00,3033.8,go,Software Engineering,azure/azure-sdk-for-go,0/8
azure-azure-sdk-for-js-29946,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:azure-azure-sdk-for-js-29946,sha256:2439171a7930f924ffa423666dd42a7c9fb1ee2d350bb98df5c61acffabc60af,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:2439171a7930f924ffa423666dd42a7c9fb1ee2d350bb98df5c61acffabc60af,yes,2026-07-01 12:45:54.575000+00:00,590.7,typescript,Data Querying and Databases,azure/azure-sdk-for-js,2/8
babel-babel-16537,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:babel-babel-16537,sha256:1ed3bd91833bb77408fb424b64b9380a015559de53d1397d0232e55de11268ad,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:1ed3bd91833bb77408fb424b64b9380a015559de53d1397d0232e55de11268ad,yes,2026-07-01 14:26:41.735000+00:00,533.5,javascript,Software Engineering,babel/babel,3/8
basetenlabs-truss-1415,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:basetenlabs-truss-1415,sha256:8e2bdee42b49edf88c94ab1d4600967e3feb9f4bb62e98ec4395888283835041,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:8e2bdee42b49edf88c94ab1d4600967e3feb9f4bb62e98ec4395888283835041,yes,2026-07-01 14:23:44.440000+00:00,797.4,python,Software Engineering,basetenlabs/truss,2/8
basetenlabs-truss-1890,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:basetenlabs-truss-1890,sha256:1f6892cfb64f8608bb380a3c8b30ed6ec78975cfc76dee2841e1e826430ff2f6,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:1f6892cfb64f8608bb380a3c8b30ed6ec78975cfc76dee2841e1e826430ff2f6,yes,2026-07-01 12:43:47.780000+00:00,427.1,python,Software Engineering,basetenlabs/truss,0/8
batfish-batfish-7081,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:batfish-batfish-7081,sha256:61024342ef75c2bf16d08254b7c489a6612fa1faf6992d128723021f2503f5f1,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:61024342ef75c2bf16d08254b7c489a6612fa1faf6992d128723021f2503f5f1,yes,2026-07-01 14:23:08.505000+00:00,764.2,java,Software Engineering,batfish/batfish,0/8
bevyengine-bevy-15810,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:bevyengine-bevy-15810,sha256:17a39b58981824093c8a3656b5a398bd4e786e3ac71850960dbb695797d0ea46,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:17a39b58981824093c8a3656b5a398bd4e786e3ac71850960dbb695797d0ea46,yes,2026-07-01 15:56:43.401000+00:00,833.0,rust,Software Engineering,bevyengine/bevy,0/8
bevyengine-bevy-19477,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:bevyengine-bevy-19477,sha256:ced62c0cdb13884a13a6b66fb7af07fc32c2babdcda11a050e8343b3c9cf3801,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:ced62c0cdb13884a13a6b66fb7af07fc32c2babdcda11a050e8343b3c9cf3801,yes,2026-07-01 15:56:46.159000+00:00,1023.3,rust,Software Engineering,bevyengine/bevy,0/8
biomejs-biome-2508,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:biomejs-biome-2508,sha256:571d0c276c0fc825c5ccd18398f86873e71cecf32d112f81464f80ac4ae88c08,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:571d0c276c0fc825c5ccd18398f86873e71cecf32d112f81464f80ac4ae88c08,yes,2026-07-01 15:56:05.051000+00:00,723.7,rust,Software Engineering,biomejs/biome,0/8
biomejs-biome-2911,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:biomejs-biome-2911,sha256:86a415449b6748060a8eb0596e216848a89266b00281b00eeff1c6b438207780,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:86a415449b6748060a8eb0596e216848a89266b00281b00eeff1c6b438207780,yes,2026-07-01 15:56:02.936000+00:00,726.0,rust,Software Engineering,biomejs/biome,0/8
biomejs-biome-2981,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:biomejs-biome-2981,sha256:80ed195e26964d946adaca2919bcc52577e5873b7ede5469b95d08e7d2c7d035,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:80ed195e26964d946adaca2919bcc52577e5873b7ede5469b95d08e7d2c7d035,yes,2026-07-01 16:00:30.088000+00:00,1775.5,rust,Software Engineering,biomejs/biome,0/8
biomejs-biome-3027,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:biomejs-biome-3027,sha256:01eb4751bc093717504292aef533fbbd70e0c8addb34612d210cbbcc63508b5c,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:01eb4751bc093717504292aef533fbbd70e0c8addb34612d210cbbcc63508b5c,yes,2026-07-01 15:57:04.353000+00:00,993.5,rust,Software Engineering,biomejs/biome,0/8
biomejs-biome-3123,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:biomejs-biome-3123,sha256:d9e81d001a1f88b11cbdbab572cbee1a42d61a0f0883f168368ed67e7bbb1729,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:d9e81d001a1f88b11cbdbab572cbee1a42d61a0f0883f168368ed67e7bbb1729,yes,2026-07-01 15:57:14.275000+00:00,1057.7,rust,Software Engineering,biomejs/biome,0/8
biomejs-biome-3125,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:biomejs-biome-3125,sha256:5a15122ad3165608812e37c5ea4f484a0d824b2197ea8b9a81f42a152d5cb6d6,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:5a15122ad3165608812e37c5ea4f484a0d824b2197ea8b9a81f42a152d5cb6d6,yes,2026-07-01 15:56:04.500000+00:00,725.6,rust,Software Engineering,biomejs/biome,0/8
biomejs-biome-3143,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:biomejs-biome-3143,sha256:de74965b6570947297de04c1710d10a322ba980bf118a5acff7d4e90a6948d33,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:de74965b6570947297de04c1710d10a322ba980bf118a5acff7d4e90a6948d33,yes,2026-07-01 15:56:01.980000+00:00,725.1,rust,Software Engineering,biomejs/biome,0/8
biomejs-biome-3182,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:biomejs-biome-3182,sha256:827532c4802768f01b17587306fc1367cba61c59b11b496cab914706ec55c180,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:827532c4802768f01b17587306fc1367cba61c59b11b496cab914706ec55c180,yes,2026-07-01 15:59:31.994000+00:00,1613.4,rust,Software Engineering,biomejs/biome,0/8
biomejs-biome-3378,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:biomejs-biome-3378,sha256:aee906ef03d90a5532c9c92aabb2895fcec0c6c3472a9f6575229400fa436e1a,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:aee906ef03d90a5532c9c92aabb2895fcec0c6c3472a9f6575229400fa436e1a,yes,2026-07-01 15:56:22.721000+00:00,722.5,rust,Software Engineering,biomejs/biome,0/8
biomejs-biome-3536,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:biomejs-biome-3536,sha256:568af27633af52a442a7320e0d25339519dc5e32e52d18a0ef98b148a75c6ccf,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:568af27633af52a442a7320e0d25339519dc5e32e52d18a0ef98b148a75c6ccf,yes,2026-07-01 15:57:13.233000+00:00,993.2,rust,Software Engineering,biomejs/biome,1/8
biomejs-biome-3604,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:biomejs-biome-3604,sha256:b29ae452106219e5aa4bbecb4fcda9889b0f71cc79e0c51d18aca6302721d633,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:b29ae452106219e5aa4bbecb4fcda9889b0f71cc79e0c51d18aca6302721d633,yes,2026-07-01 15:56:31.469000+00:00,728.6,rust,Software Engineering,biomejs/biome,0/8
biomejs-biome-3644,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:biomejs-biome-3644,sha256:eaef0549403256c4fa40ae40d6fe349c1982cdf997f01d6af427c42f5c6f994a,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:eaef0549403256c4fa40ae40d6fe349c1982cdf997f01d6af427c42f5c6f994a,yes,2026-07-01 15:57:11.166000+00:00,981.2,rust,Software Engineering,biomejs/biome,0/8
biomejs-biome-3779,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:biomejs-biome-3779,sha256:ccfee358f905785db8bc14714fbc22653749e3538085e51bc21346b5c28a8203,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:ccfee358f905785db8bc14714fbc22653749e3538085e51bc21346b5c28a8203,yes,2026-07-01 15:57:02.586000+00:00,994.3,rust,Software Engineering,biomejs/biome,0/8
biomejs-biome-3823,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:biomejs-biome-3823,sha256:15054186a8c4d63683f71ffa063ef9d2449c177a088d3ac04fcc7ee46521ba2c,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:15054186a8c4d63683f71ffa063ef9d2449c177a088d3ac04fcc7ee46521ba2c,yes,2026-07-01 15:57:28.363000+00:00,978.8,rust,Security,biomejs/biome,0/8
biomejs-biome-4063,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:biomejs-biome-4063,sha256:f21cead25c9a6c1dc47d581641abb6cec9f28d82b681f8d5d13c2eddbd20ba3f,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:f21cead25c9a6c1dc47d581641abb6cec9f28d82b681f8d5d13c2eddbd20ba3f,yes,2026-07-01 15:56:17.217000+00:00,745.6,rust,Software Engineering,biomejs/biome,0/8
biomejs-biome-4524,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:biomejs-biome-4524,sha256:e0e2a81143110944bd9e31cc2b05b4f2c3b448826c7c20b14987e93249d3b491,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:e0e2a81143110944bd9e31cc2b05b4f2c3b448826c7c20b14987e93249d3b491,yes,2026-07-01 16:01:05.648000+00:00,1984.8,rust,Software Engineering,biomejs/biome,0/8
biomejs-biome-4649,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:biomejs-biome-4649,sha256:34a188006b7292abfc231433f18997faf36366edaf29d71de0c4dfee18a17620,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:34a188006b7292abfc231433f18997faf36366edaf29d71de0c4dfee18a17620,yes,2026-07-01 15:56:16.325000+00:00,753.1,rust,Debugging and Repair,biomejs/biome,0/8
biomejs-biome-4793,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:biomejs-biome-4793,sha256:71bca82d9e4bbe53c0db3776a38a1861503ea1d0213838be234a9b9a1c74d450,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:71bca82d9e4bbe53c0db3776a38a1861503ea1d0213838be234a9b9a1c74d450,yes,2026-07-01 15:56:14.193000+00:00,745.6,rust,Software Engineering,biomejs/biome,0/8
biomejs-biome-4974,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:biomejs-biome-4974,sha256:8452da65fbfaa21ff5d15594308332f10d2fa68466021f891108c51b092f430a,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:8452da65fbfaa21ff5d15594308332f10d2fa68466021f891108c51b092f430a,yes,2026-07-01 15:58:02.694000+00:00,1190.3,rust,Software Engineering,biomejs/biome,0/8
biomejs-biome-4983,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:biomejs-biome-4983,sha256:53b1511f9fad3d55ca51b42a1aaf325553bd474329eddc21d51be7a861cceac6,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:53b1511f9fad3d55ca51b42a1aaf325553bd474329eddc21d51be7a861cceac6,yes,2026-07-01 16:02:21.424000+00:00,2382.8,rust,Software Engineering,biomejs/biome,0/8
biomejs-biome-5129,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:biomejs-biome-5129,sha256:5c66977a9579d456d879e2f074c760c7bfce9df1a9c074c42baeb4245b028622,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:5c66977a9579d456d879e2f074c760c7bfce9df1a9c074c42baeb4245b028622,yes,2026-07-01 16:02:13.638000+00:00,1786.5,rust,Software Engineering,biomejs/biome,4/8
biomejs-biome-5229,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:biomejs-biome-5229,sha256:7c914bfc898d794e9e5deacea28529ca15f8d3670d7c17ca486022da49401b3f,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:7c914bfc898d794e9e5deacea28529ca15f8d3670d7c17ca486022da49401b3f,yes,2026-07-01 16:01:34.980000+00:00,2144.3,rust,Software Engineering,biomejs/biome,0/8
biomejs-biome-5326,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:biomejs-biome-5326,sha256:444326a61f87471d78fe80aa208905c1f8b88997b0965e11485003aa1db1d4a8,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:444326a61f87471d78fe80aa208905c1f8b88997b0965e11485003aa1db1d4a8,yes,2026-07-01 15:56:09.768000+00:00,754.1,rust,Software Engineering,biomejs/biome,0/8
biomejs-biome-5388,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:biomejs-biome-5388,sha256:7c25b1fb187a4559121c7a5559733e2eded8645a083aea2ff77b61354743ecff,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:7c25b1fb187a4559121c7a5559733e2eded8645a083aea2ff77b61354743ecff,yes,2026-07-01 15:56:09.890000+00:00,742.2,rust,Software Engineering,biomejs/biome,0/8
biomejs-biome-6520,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:biomejs-biome-6520,sha256:481f85baf5b34bb272f6b0061750be8865dbf8d0347740aec409c47928588564,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:481f85baf5b34bb272f6b0061750be8865dbf8d0347740aec409c47928588564,yes,2026-07-01 15:56:19.137000+00:00,763.0,rust,Software Engineering,biomejs/biome,0/8
biomejs-biome-6525,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:biomejs-biome-6525,sha256:58f2a0f2a730040440d22032688b6c1a073f9519df4ee5028620f81c2aeb305d,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:58f2a0f2a730040440d22032688b6c1a073f9519df4ee5028620f81c2aeb305d,yes,2026-07-01 16:04:25.560000+00:00,2658.4,rust,Software Engineering,biomejs/biome,0/8
boa-dev-boa-3634,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:boa-dev-boa-3634,sha256:b3c068b64e39597e1120375db90d4a122e2364cb4784adb287952cd310e0ccad,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:b3c068b64e39597e1120375db90d4a122e2364cb4784adb287952cd310e0ccad,yes,2026-07-01 16:02:14.660000+00:00,1197.0,rust,Software Engineering,boa-dev/boa,0/8
boa-dev-boa-4290,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:boa-dev-boa-4290,sha256:2dfb37c21b6933cb33ae16b48ca9f14e710c41e39865e8c033a2fa1b685085d8,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:2dfb37c21b6933cb33ae16b48ca9f14e710c41e39865e8c033a2fa1b685085d8,yes,2026-07-01 15:56:25.517000+00:00,797.4,rust,Software Engineering,boa-dev/boa,0/8
bootandy-dust-62,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:bootandy-dust-62,sha256:73a03362930284501702313bf262cca4fe5c7a0466a7a2c727b81c636d9cd45f,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:73a03362930284501702313bf262cca4fe5c7a0466a7a2c727b81c636d9cd45f,yes,2026-07-01 15:56:16.633000+00:00,656.6,rust,Software Engineering,bootandy/dust,0/8
botpress-botpress-13573,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:botpress-botpress-13573,sha256:ce1b610fb98b322a102bacd13d2059767a79e53e7a1346e768e7a82d532acb3e,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:ce1b610fb98b322a102bacd13d2059767a79e53e7a1346e768e7a82d532acb3e,yes,2026-07-01 12:45:09.507000+00:00,477.2,typescript,Software Engineering,botpress/botpress,0/8
boundaryml-baml-1393,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:boundaryml-baml-1393,sha256:9e6a89155ca3e59a373b6bc0d3dcd915fa7c59f4da09704a9a66d167a7281a1a,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:9e6a89155ca3e59a373b6bc0d3dcd915fa7c59f4da09704a9a66d167a7281a1a,yes,2026-07-01 15:58:33.317000+00:00,1279.3,rust,Debugging and Repair,boundaryml/baml,0/8
boundaryml-baml-937,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:boundaryml-baml-937,sha256:0fce58ef24e916ad222a027bfdcfcffc4b83607d128d5482ca56f9b063c808a2,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:0fce58ef24e916ad222a027bfdcfcffc4b83607d128d5482ca56f9b063c808a2,yes,2026-07-01 15:56:22.153000+00:00,878.3,rust,Software Engineering,boundaryml/baml,0/8
bpfman-bpfman-875,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection:bpfman-bpfman-875,sha256:5b9bb8bf1888793c7d0a719f090dca7c9ba33d3af066c0aad21e3ba9284e69ef,717626256484.dkr.ecr.us-east-1.amazonaws.com/code-data-swe-bench-reflection@sha256:5b9bb8bf1888793c7d0a719f090dca7c9ba33d3af066c0aad21e3ba9284e69ef,yes,2026-07-01 15:57:10.749000+00:00,555.8,go,Software Engineering,bpfman/bpfman,0/8
